city,country,latitude,longitude,property_name,property_type,site_review_rating,state,traveller_rating,,,,,,,,,,,,,,,,,,,
Chandigarh,India,30.709358,76.76512,Hotel Oberoi,Hotel,,,,,,,,,,,,,,,,,,,,,,
Cochin,India,10.007789,76.304596,The Markz Inn Luxury Business Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Cochin,India,9.967184,76.245173,Hotel Pepper Routes,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chandigarh,India,30.812999,76.917195,Classic Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chandigarh,India,30.699309,76.790366,Hotel Orbit Chandigarh,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chandigarh,India,30.707005,76.763882,Golden Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Cochin,India,9.89899,76.713,Sreekrishna Tourist Home,Hotel,,,,,,,,,,,,,,,,,,,,,,
Bhuj,India,23.25086,69.674901,Hotel Oasis,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chittorgarh,India,24.88209,74.623077,Hotel Pratap Palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Cochin,India,9.991993,76.287506,North Centre,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,0,0,Hotel Sona,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jajpur,India,20.946264,86.130984,Hotel Mirabel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jabalpur,India,23.164064,79.958965,Grand Heritage Narmada Jacksons,Hotel,,Madhya Pradesh,Location:4.2/5 | Hospitality:4.1/5 | Facilities:3.6/5 | Cleanliness:3.9/5 | Value for Money:4.0/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Jammu,India,32.726441,74.861312,Hotel Sahara Excellency,Hotel,,Jammu and Kashmir,Location:3.2/5 | Hospitality:3.2/5 | Facilities:2.5/5 | Cleanliness:2.5/5 | Value for Money:3.2/5 | Food:2.2/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.290541,73.042617,Hotel Taru Inn,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Indore,India,0,0,The Silver Palm,Hotel,,indore,,,,,,,,,,,,,,,,,,,,
Jammu,India,32.729151,74.866558,Hotel Park Inn,Hotel,,Jammu and Kashmir,Location:4.8/5 | Hospitality:4.3/5 | Facilities:4.2/5 | Cleanliness:4.0/5 | Value for Money:4.3/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
Jhansi,India,25.444289,78.578156,Hotel Vikas,Hotel,,Uttar Pradesh,Location:4.9/5 | Hospitality:3.9/5 | Facilities:3.4/5 | Cleanliness:3.5/5 | Value for Money:3.9/5 | Food:2.1/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.297668,73.02263,Hotel Raas,Hotel,,Rajasthan,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.917411,70.9474,Hotel Desert Tulip,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jawhar,India,0,0,Shanti Sarovar Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jammu,India,32.707684,74.863197,Colonels Retreat Home,Hotel,,Jammu & Kashmir,Location:4.5/5 | Hospitality:4.6/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.6/5 | Food:4.5/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.2844,73.0215,Kalinga Hotel,Hotel,,Rajasthan,Location:4.8/5 | Hospitality:4.5/5 | Facilities:4.1/5 | Cleanliness:4.1/5 | Value for Money:4.4/5 | Food:3.1/5,,,,,,,,,,,,,,,,,,,
Indore,India,22.2226,76.0387,Rewa Resort,Hotel,,mp,Location:4.3/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:4.3/5 | Value for Money:4.0/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Jammu,India,0,0,Hotel New Red Rose,Hotel,,Jammu,,,,,,,,,,,,,,,,,,,,
Jammu,India,32.726164,74.857419,HOTEL Sangam,Hotel,,jammu,,,,,,,,,,,,,,,,,,,,
Jamshedpur,India,22.85442,86.201674,The Citi Inn,Hotel,,Jarkhand,Location:4.0/5 | Hospitality:0.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:5.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.839211,70.53911,Desert Safariors Camps,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Indore,India,22.7177,75.8752,Hotel Sunder,Hotel,,,,,,,,,,,,,,,,,,,,,,
Indore,India,22.7544,75.9037,Gurukul Accomodation,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jammu,India,32.7032806,74.8718198,Jhelum Resort,Hotel,,Jammu,Location:4.5/5 | Hospitality:3.8/5 | Facilities:3.8/5 | Cleanliness:3.4/5 | Value for Money:3.8/5 | Food:2.7/5,,,,,,,,,,,,,,,,,,,
Indore,India,0,0,Hotel Divya Palace,Hotel,,indore,,,,,,,,,,,,,,,,,,,,
Jaunpur,India,0,0,Hotel Ashutosh,Hotel,,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.911742,70.910416,Nomads Guest House,Hotel,,Rajasthan,Location:5.0/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.916608,70.905663,The Golden House,Hotel,,Rajasthan,Location:4.8/5 | Hospitality:5.0/5 | Facilities:4.8/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:4.8/5,,,,,,,,,,,,,,,,,,,
Jammu,India,32.72932,74.861873,B M International,Hotel,,jammu,,,,,,,,,,,,,,,,,,,,
Jamshedpur,India,25.198,85.5219,Hotel South Park,Hotel,,jharkhand,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.915672,70.893953,Mool Raj Sagar,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.2821135,73.014899,hotel City view,Hotel,,Rajasthan,Location:4.0/5 | Hospitality:3.7/5 | Facilities:3.7/5 | Cleanliness:3.7/5 | Value for Money:3.7/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Jorhat,India,0,0,BANYAN GROVE,Hotel,,Assam,Location:5.0/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:4.0/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.27514,73.008029,Hotel Apex International,Hotel,,Rajasthan,Location:4.9/5 | Hospitality:3.6/5 | Facilities:3.7/5 | Cleanliness:3.5/5 | Value for Money:3.6/5 | Food:1.8/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.9145877,70.9086225,Hotel Moonlight,Hotel,,Rajasthan,Location:4.5/5 | Hospitality:4.7/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.4/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
JASIDIH,India,0,0,Hotel Shailja Ratna Palace,Hotel,,Jharkhand,,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,0,0,Desert Dream Royal Camp,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jajpur,India,0,0,Hotel Dayal Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kadapa,India,14.4786983,78.8223396,City Lodge,Hotel,,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,
Jind,India,0,0,Hotel Dinesh,Hotel,,Haryana,,,,,,,,,,,,,,,,,,,,
Jamshedpur,India,22.804463,86.204092,Hotel Abhishek,Hotel,,Jharkhand,Location:5.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Indore,India,22.719571,75.857726,Hotel Prestige,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jammu,India,0,0,Hotel Gupta Resorts,,,jammu and kashmir,,,,,,,,,,,,,,,,,,,,
Indore,India,0,0,Silver Oak Vatika,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.288219,73.042976,Hotel Akshey,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jalandhar,India,31.320851,75.584885,Maple Hotel,Hotel,,,Location:5.0/5 | Hospitality:4.5/5 | Facilities:4.0/5 | Cleanliness:4.5/5 | Value for Money:4.5/5 | Food:2.5/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,26.913499,70.915436,Hotel Jeet Mahal,Hotel,,Rajasthan,Location:4.2/5 | Hospitality:4.0/5 | Facilities:3.9/5 | Cleanliness:3.3/5 | Value for Money:4.1/5 | Food:2.5/5,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,27.0113,71.9221,"Hotel Poonam Palace, Ramdevra",Hotel,,Rajasthan,Location:4.0/5 | Hospitality:3.0/5 | Facilities:2.0/5 | Cleanliness:3.0/5 | Value for Money:3.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.2931,73.0193,Mangal Haveli Guest House,Hotel,,Rajasthan,Location:4.2/5 | Hospitality:3.8/5 | Facilities:3.4/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:2.7/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.228463,73.044952,Pratap Niwas - An Amritara Resort,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,0,0,Desert Safari Planner Exclusive Campsite Real Camping,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jabalpur,India,0,0,Hotel Avtar,Hotel,,,Location:4.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:2.0/5,,,,,,,,,,,,,,,,,,,
Jodhpur,India,26.267178,73.03072,Hotel Otara Luxury Home Stay,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jaisalmer,India,0,0,Hotel Kunjal Haveli,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kodaikanal,India,10.250787,77.498113,Park View Residency,Hotel,,tamil Nadu,Location:4.3/5 | Hospitality:4.4/5 | Facilities:3.8/5 | Cleanliness:4.0/5 | Value for Money:4.3/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
Katra,India,0,0,Magotra Palace,Hotel,,jammu,,,,,,,,,,,,,,,,,,,,
Karnal,India,29.698253,77.030553,Noor Mahal,Hotel,,Haryana,Location:4.0/5 | Hospitality:4.2/5 | Facilities:4.1/5 | Cleanliness:4.3/5 | Value for Money:4.1/5 | Food:3.1/5,,,,,,,,,,,,,,,,,,,
Katni,India,23.861774,80.374825,Hotel Raj Palace,Hotel,,MP,Location:3.6/5 | Hospitality:4.6/5 | Facilities:4.6/5 | Cleanliness:4.1/5 | Value for Money:4.6/5 | Food:2.5/5,,,,,,,,,,,,,,,,,,,
Katra,India,32.986853,74.931609,Hotel Continent Panchvati,,,Jammu,,,,,,,,,,,,,,,,,,,,
Khajuraho,India,24.838047,79.918229,Hotel Isabel Palace,Hotel,,Madhya Pradesh,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.2/5 | Value for Money:4.4/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Kasargod,India,12.304901,75.096983,Raj Residency,Hotel,,Kerala,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Kanchipuram,India,12.8359,79.7042,raja s lodge,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kasauli,India,30.8989,76.9647,"Pine Drive Resort, Barog",Hotel,,Himachal Pradesh,Location:4.4/5 | Hospitality:4.4/5 | Facilities:3.9/5 | Cleanliness:4.0/5 | Value for Money:4.5/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
Khammam,India,17.252507,80.141184,Hotel Vishnu Paradise,Hotel,,Telangana,,,,,,,,,,,,,,,,,,,,
Kalimpong,India,27.068615,88.471153,GREEN HILL RESORT,Hotel,,WEST BENGAL,,,,,,,,,,,,,,,,,,,,
Katra,India,32.988628,74.925855,Ginger Katra,Hotel,,Jammu and Kashmir,Location:4.7/5 | Hospitality:4.3/5 | Facilities:4.3/5 | Cleanliness:3.9/5 | Value for Money:4.3/5 | Food:1.9/5,,,,,,,,,,,,,,,,,,,
Kanpur,India,26.459543,80.350355,Aryawart Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kanpur,India,26.474448,80.356023,Hotel Rass,Hotel,,UP,,,,,,,,,,,,,,,,,,,,
Kanatal,India,30.348846,78.391129,Camp Little Jaguar,Hotel,,Uttrakhand,,,,,,,,,,,,,,,,,,,,
Kodaikanal,India,10.233056,77.493684,Richwin Hotel,Hotel,,Tamilnadu,Location:4.6/5 | Hospitality:4.8/5 | Facilities:4.3/5 | Cleanliness:4.5/5 | Value for Money:4.7/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
Khajuraho,India,24.839804,79.92124,Hotel Euro Star Inn,Hotel,,Madhya Pradesh,Location:4.2/5 | Hospitality:3.9/5 | Facilities:3.6/5 | Cleanliness:3.8/5 | Value for Money:3.9/5 | Food:3.1/5,,,,,,,,,,,,,,,,,,,
Khajuraho,India,24.731533,80.009112,Panna Tiger Resort-15 Minutes from Khajuraho,Hotel,,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,
Katra,India,32.990009,74.927422,Hotel Katra Continental,Hotel,,J & K State,Location:4.4/5 | Hospitality:3.3/5 | Facilities:3.2/5 | Cleanliness:3.1/5 | Value for Money:3.4/5 | Food:2.4/5,,,,,,,,,,,,,,,,,,,
Kangra,India,32.110207,76.278179,Hotel Grover,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kausani,India,29.8446,79.6005,"Krishna Mountview, Mountain Resort",Hotel,,Uttrakhand,Location:4.7/5 | Hospitality:4.4/5 | Facilities:3.9/5 | Cleanliness:4.1/5 | Value for Money:3.9/5 | Food:1.9/5,,,,,,,,,,,,,,,,,,,
Kalka,India,0,0,Hotel Aanchal,,,haryana,,,,,,,,,,,,,,,,,,,,
Kinnaur,India,31.526191,78.246762,Kinner Villa,Hotel,,Himachal Pradesh,,,,,,,,,,,,,,,,,,,,
Katra,India,32.98681149,74.92050254,Hotel New View Green Katra,Hotel,,Jammu and Kashmir,,,,,,,,,,,,,,,,,,,,
Kausani,India,0,0,Mountain Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Katra,India,32.9887,74.929648,Hotel Asia Shripati,Hotel,,Jammu and Kashmir,Location:4.6/5 | Hospitality:5.0/5 | Facilities:4.8/5 | Cleanliness:4.3/5 | Value for Money:4.5/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
Kodaikanal,India,10.258141,77.492452,La Flora Santhigiri Ayurvedic Heritage,Hotel,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,
Kakinada,India,16.9595181,82.2333753,Gp Residency AC Lodge,Hotel,,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,
Kakinada,India,16.9914448,82.2360093,Sri Sai Residency Inn,Hotel,,ANDHRA PRADESH,,,,,,,,,,,,,,,,,,,,
Kanyakumari,India,8.08607,77.5386,Cgate Residency,Hotel,,Tamilnadu,Location:4.4/5 | Hospitality:4.3/5 | Facilities:4.4/5 | Cleanliness:4.0/5 | Value for Money:4.3/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Karnal,India,29.685856,76.9882113,Dreamz hotel,Hotel,,Haryana,,,,,,,,,,,,,,,,,,,,
Karimnagar,India,18.431718,79.130324,HOTEL SWETHA,Hotel,,Telangana,Location:4.7/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:4.3/5 | Value for Money:4.0/5 | Food:4.0/5,,,,,,,,,,,,,,,,,,,
Katra,India,32.949169,74.920598,Hotel Reddison Square,Hotel,,Jammu And Kashmir,,,,,,,,,,,,,,,,,,,,
Katra,India,32.668251,74.872786,Hotel Swastik,Hotel,,Jammu and Kashmir,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5,,,,,,,,,,,,,,,,,,,
Kodaikanal,India,10.236687,77.496187,Hotel Apple Valley,Hotel,,Tamil Nadu,Location:4.0/5 | Hospitality:4.6/5 | Facilities:4.1/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:3.4/5,,,,,,,,,,,,,,,,,,,
Kausani,India,29.844528,79.603884,Chevron Mountain Villa,Hotel,,Uttrakhand,Location:4.9/5 | Hospitality:4.8/5 | Facilities:4.5/5 | Cleanliness:4.5/5 | Value for Money:4.8/5 | Food:2.1/5,,,,,,,,,,,,,,,,,,,
Kasargod,India,12.255715,75.100773,Malabar Ocean Front Resort and Spa,Hotel,,Kerala,,,,,,,,,,,,,,,,,,,,
Kodaikanal,India,10.2432819,77.4937284,Appus Holidays,Hotel,,Tamilnadu,Location:4.3/5 | Hospitality:4.5/5 | Facilities:4.1/5 | Cleanliness:3.6/5 | Value for Money:4.5/5 | Food:2.3/5,,,,,,,,,,,,,,,,,,,
Katra,India,32.9915,74.9318,Hotel New Green View,Hotel,,katra,Location:2.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Kangra,India,31.833889,76.177298,DeeJay by One Earth,Hotel,,Himachal Pradesh,Location:4.5/5 | Hospitality:5.0/5 | Facilities:4.5/5 | Cleanliness:2.5/5 | Value for Money:5.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Kanpur,India,26.467791,80.359572,Hotel Gaurav,Hotel,,,Location:3.5/5 | Hospitality:3.5/5 | Facilities:3.5/5 | Cleanliness:3.5/5 | Value for Money:3.5/5 | Food:3.5/5,,,,,,,,,,,,,,,,,,,
Kalimpong,India,0,0,THE BIRDS VIEW,Hotel,,,,,,,,,,,,,,,,,,,,,,
Karaikudi,India,10.08584,78.776025,Nachi Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kedarnath,India,30.624184,78.997845,Shivalik Valley Resorts,Hotel,,Uttarakhand,Location:4.4/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:3.9/5 | Value for Money:4.3/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Katra,India,32.991677,74.930637,Hotel Shree Hari Nivas,Hotel,,Jammu,Location:4.2/5 | Hospitality:4.6/5 | Facilities:4.0/5 | Cleanliness:4.1/5 | Value for Money:4.4/5 | Food:2.9/5,,,,,,,,,,,,,,,,,,,
Kalimpong,India,0,0,Hotel Shriniketan,Hotel,,West Bengal,,,,,,,,,,,,,,,,,,,,
Kodaikanal,India,10.2565,77.4853,Jem Valley,Hotel,,TamilNadu,Location:4.5/5 | Hospitality:4.0/5 | Facilities:4.1/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:2.6/5,,,,,,,,,,,,,,,,,,,
Khajuraho,India,24.849509,79.923365,Hotel Krishna Cottage,Hotel,,Madhya Pradesh,Location:5.0/5 | Hospitality:5.0/5 | Facilities:3.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
Pathanamthitta,India,9.384664,76.574107,CLUB 7 MALL AND HOTEL,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pune,India,0,0,Hotel Golden Dream,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patnitop,India,0,0,Hotel New Broadway,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pathanamthitta,India,9.15425,76.7334,New Indraprastha Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Puri,India,19.7949,85.8199,Hotel Sambit Palace Puri,Hotel,,,Location:4.8/5 | Hospitality:3/5 | Facilities:4/5 | Cleanliness:3.8/5 | Value for Money:3/5 | Food:2.8/5,,,,,,,,,,,,,,,,,,,
Nahan,India,0,0,Thakur Homestay,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panipat,India,0,0,Hotel Swarn Mahal,Hotel,,,,,,,,,,,,,,,,,,,,,,
Puri,India,19.790009,85.807173,Hotel Niladri,Hotel,,,Location:4.5/5 | Hospitality:3.9/5 | Facilities:3.5/5 | Cleanliness:3.6/5 | Value for Money:3.7/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Pune,India,18.625991,73.804859,Hotel Vikrant,Hotel,,,Location:4/5 | Hospitality:4/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:4/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Nanded,India,19.171037,77.322275,Hotel Amrit Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nilgiri,India,11.3605,76.6358,Western Valley Resorts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Orchha,India,25.367692,78.632799,Hotel Monarch Rama,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Pune,India,0,0,Hotel Kapil Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
NubraValley,India,34.180656,77.580048,Mystique Meadows Swiss Cottage Camps,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panipat,India,29.449396,76.979111,Hotel Regency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,19.953352,73.75436,Hi 5 Hotel and Experience,Hotel,,,Location:4.2/5 | Hospitality:4/5 | Facilities:3.7/5 | Cleanliness:4.3/5 | Value for Money:4/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
Pelling,India,27.318168,88.240245,Himalayan Retreat & Resort,Hotel,,,Location:4.4/5 | Hospitality:4.4/5 | Facilities:3.8/5 | Cleanliness:4.4/5 | Value for Money:4.4/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Pench,India,0,0,New Jungle Darbar,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pune,India,18.5455,73.9051,IPRASS Service apartments Senapati Bapat Marg 1,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.423405,79.425443,Camp Mehi,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nanded,India,0,0,Hotel Teak Wood Executive,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nathdwara,India,0,0,Hotel Bhakti palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pune,India,0,0,Kalpavruksham Hospitality Services,Hotel,,,Location:4/5 | Hospitality:4/5 | Facilities:4/5 | Cleanliness:4/5 | Value for Money:4/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
NewTehri,India,0,0,Himalayan Eco Lodge,Lodge,,,,,,,,,,,,,,,,,,,,,,
Pathankot,India,32.2673,75.6513,Hotel Venice,Hotel,,,Location:5/5 | Hospitality:4.5/5 | Facilities:4.5/5 | Cleanliness:4.5/5 | Value for Money:4.5/5 | Food:4.5/5,,,,,,,,,,,,,,,,,,,
Nasik,India,20.00575,73.785651,Hotel Panchvati Yatri,Hotel,,,Location:4.3/5 | Hospitality:3.6/5 | Facilities:3.4/5 | Cleanliness:3.9/5 | Value for Money:3.6/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
Pinjore,India,30.813007,76.917283,Hotel Ashoka Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Mysore,India,12.300797,76.640202,Hotel Airlines,Hotel,,,Location:4.6/5 | Hospitality:4.2/5 | Facilities:3.6/5 | Cleanliness:4.2/5 | Value for Money:4.2/5 | Food:3.5/5,,,,,,,,,,,,,,,,,,,
Pune,India,18.5579,73.9214,Galaxy Service Apartment,Hotel,,,,,,,,,,,,,,,,,,,,,,
Puri,India,19.798778,85.833947,Mayfair Heritage,Hotel,,,Location:4.8/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.1/5 | Food:4.5/5,,,,,,,,,,,,,,,,,,,
Pune,India,18.517984,73.842434,Hotel Swasti,Hotel,,,Location:3.8/5 | Hospitality:2.7/5 | Facilities:2/5 | Cleanliness:2/5 | Value for Money:2.2/5 | Food:2/5,,,,,,,,,,,,,,,,,,,
Pune,India,0,0,Finesse International Guest House Services Pvt Ltd - Kalyani Nagar,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.365122,79.551659,"Shikha Inn Resort, Bhimtal, 20 kms from Nainital",Hotel,,,Location:4.7/5 | Hospitality:3/5 | Facilities:3.7/5 | Cleanliness:3.7/5 | Value for Money:3/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Pollachi,India,0,0,The Dense A Jungle Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Parwanoo,India,30.83514,76.982215,Timber Trail Heights,Hotel,,,Location:4.5/5 | Hospitality:4.4/5 | Facilities:3.8/5 | Cleanliness:4.3/5 | Value for Money:4/5 | Food:4.2/5,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.01654,75.31514,UNA Homestay Sheenwynds,Hotel,,,,,,,,,,,,,,,,,,,,,,
Mysore,India,12.311911,76.648128,MTR Residency,Hotel,,,Location:4.3/5 | Hospitality:4.1/5 | Facilities:4/5 | Cleanliness:4.2/5 | Value for Money:4.1/5 | Food:3.4/5,,,,,,,,,,,,,,,,,,,
Muvattupuzha,India,0,0,Binus Homestay,Hotel,,,,,,,,,,,,,,,,,,,,,,
Mysore,India,12.310271,76.658399,Ganesh Palace,Hotel,,,Location:3.5/5 | Hospitality:3/5 | Facilities:3/5 | Cleanliness:3/5 | Value for Money:3/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Pune,India,18.519013,73.843947,Hotel Shreyas,Hotel,,,Location:4.4/5 | Hospitality:4.5/5 | Facilities:4.2/5 | Cleanliness:4.2/5 | Value for Money:4.5/5 | Food:4.6/5,,,,,,,,,,,,,,,,,,,
Pathankot,India,32.2732,75.6365,Hotel Unite,Hotel,,,Location:4.4/5 | Hospitality:4.2/5 | Facilities:3.8/5 | Cleanliness:4/5 | Value for Money:4.2/5 | Food:4.2/5,,,,,,,,,,,,,,,,,,,
Pelling,India,0,0,Sitara,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nellore,India,14.9154,79.99,Hotel Mourya Paradise,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Pune,India,18.599672,73.732535,Hotel Elite Galaxy,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pune,India,0,0,Hotel Sitara Inn,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patna,India,0,0,Dhanyaddhara Residency Guest House,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Neemrana,India,27.9405,76.338,Treehouse Dwarka,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pune,India,18.547933,73.900958,AR Suites Fontana Bay,Hotel,,,Location:4.6/5 | Hospitality:4.8/5 | Facilities:4.7/5 | Cleanliness:4.9/5 | Value for Money:4.7/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
